Pokemon,Score,Dex,Type 1,Type 2,Attack,Defense,Stamina,Stat Product,Level,CP,Fast Move,Charged Move 1,Charged Move 2,Charged Move 1 Count,Charged Move 2 Count,Buddy Distance,Charged Move Cost
Goldeen,62.5,118,water,none,116,105,120,1461636,50,1302,Mud Shot,Aqua Tail,Horn Attack,4,4,3,50000
Illumise,62.5,314,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Silver Wind,Bug Buzz,15,20,3,50000
Aipom (Shadow),62.3,190,normal,none,126.1,105.2,134,1778842,49,1500,Astonish,Swift,Aerial Ace,4,4,3,50000
Boldore,62.3,525,rock,none,126.5,108.2,130,1779034,28,1500,Smack Down,Rock Slide,Bulldoze,6,8,3,50000
Lampent (Shadow),62.2,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Ember,Energy Ball,Flame Burst,10,10,5,75000
Lilligant,62.2,549,grass,none,135,105.3,115,1635127,21.5,1491,Charm,Petal Blizzard,Hyper Beam,11,14,1,10000
Corphish,62.1,341,water,none,131.1,95.8,117,1469211,50,1391,Bubble,Scald,Razor Shell,5,4,3,50000
Masquerain,62.1,284,bug,flying,130.3,107.8,122,1712792,24.5,1499,Air Slash,Bubble Beam,Lunge,5,5,1,10000
Cacturne (Shadow),62,332,grass,dark,148.9,83.5,121,1505536,23.5,1498,Sand Attack,Grass Knot,Dark Pulse,13,13,3,50000
Shaymin (Sky),62,492,grass,flying,138.1,93.6,124,1604184,15,1489,Magical Leaf,Grass Knot,Energy Ball,5,6,20,100000
Geodude,61.9,74,rock,ground,123.5,123.5,113,1724177,50,1462,Rock Throw,Rock Slide,Dig,9,10,1,10000
Pancham,61.9,674,fighting,none,123.3,100.2,147,1816117,47.5,1498,Tackle,Body Slam,Crunch,12,15,3,50000
Sneasel (Shadow),61.9,215,dark,ice,135.5,110.7,110,1649923,26.5,1499,Ice Shard,Avalanche,Foul Play,5,5,3,50000
Crabominable,61.8,740,fighting,ice,136.8,87.9,135,1624204,19,1494,Bubble,Ice Punch,Brick Break,4,4,3,50000
Omanyte,61.8,138,rock,water,129.2,131.7,102,1735737,44.5,1500,Mud Shot,Rock Blast,Ancient Power,5,5,5,75000
Wormadam (Sandy),61.8,413,bug,ground,109.9,146.8,126,2032523,33.5,1497,Confusion,Bug Buzz,Bulldoze,5,5,1,10000
Persian (Alolan),61.7,53,dark,none,123,113.2,131,1823635,33,1498,Feint Attack,Foul Play,Play Rough,8,10,3,50000
Ursaluna,61.7,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Thunder Punch,High Horsepower,14,20,3,50000
Solrock,61.6,338,rock,psychic,119.8,108.8,143,1863825,23.5,1494,Confusion,Rock Slide,Psychic,4,5,3,50000
Phanpy (Shadow),61.5,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Body Slam,Rock Slide,12,15,3,50000
Roselia,61.5,315,grass,poison,139.6,107.3,107,1602355,30.5,1497,Poison Jab,Sludge Bomb,Petal Blizzard,8,10,3,50000
Ursaluna (Shadow),61.5,901,ground,normal,126.2,97.2,145,1777377,14.5,1499,Tackle,Thunder Punch,High Horsepower,14,20,3,50000
Weezing,61.3,110,poison,none,117,138.9,117,1901382,24.5,1491,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Oricorio (Pa'u),61.2,741,psychic,flying,130.9,101.4,128,1699439,24,1492,Air Slash,Aerial Ace,Hurricane,5,8,3,75000
Liepard,61.1,510,dark,none,140.9,89.3,126,1585005,31,1499,Snarl,Dark Pulse,Play Rough,4,5,1,10000
Rotom (Mow),61.1,479,electric,grass,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Ominous Wind,7,5,5,75000
Bergmite,61,712,ice,none,110.9,113.4,135,1698675,50,1374,Tackle,Icy Wind,Crunch,15,15,3,50000
Xatu (Shadow),61,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Arbok,60.9,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Darmanitan (Galarian),60.9,555,ice,none,151.3,71.4,137,1480445,18,1497,Ice Fang,Avalanche,Superpower,9,8,3,50000
Exploud,60.8,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Phanpy,60.8,231,ground,none,102.5,95,186,1810589,50,1364,Tackle,Body Slam,Rock Slide,12,15,3,50000
Aipom,60.7,190,normal,none,126.1,105.2,134,1778842,49,1500,Astonish,Aerial Ace,Swift,4,4,3,50000
Cubone (Shadow),60.7,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Dig,4,6,3,50000
Darkrai,60.7,491,dark,none,149,106.6,95,1508780,15,1500,Snarl,Dark Pulse,Focus Blast,4,6,20,100000
Weezing (Shadow),60.6,110,poison,none,117,138.9,117,1901382,24.5,1491,Infestation,Sludge Bomb,Shadow Ball,5,5,3,50000
Xatu,60.6,178,psychic,flying,132.9,107.3,118,1681956,25.5,1499,Air Slash,Aerial Ace,Future Sight,5,8,3,50000
Exploud (Shadow),60.5,295,normal,none,119.8,98.4,158,1863205,23.5,1494,Astonish,Crunch,Disarming Voice,5,5,1,10000
Loudred (Shadow),60.5,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Ribombee,60.5,743,bug,fairy,136.9,106.6,112,1634709,25.5,1500,Fairy Wind,Bug Buzz,Dazzling Gleam,7,8,1,10000
Skorupi (Shadow),60.5,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Krabby,60.4,98,water,none,148.1,110.4,92,1504334,42,1499,Bubble,Razor Shell,Water Pulse,4,5,3,50000
Mr. Mime,60.4,122,psychic,fairy,132.2,145.7,88,1695360,25.5,1500,Confusion,Shadow Ball,Psychic,5,5,5,75000
Beheeyem,60.3,606,psychic,none,134.4,105.7,116,1648710,20,1491,Confusion,Rock Slide,Dark Pulse,4,5,3,50000
Kabuto,60.3,140,rock,water,133.6,128.6,97,1667621,49,1498,Mud Shot,Ancient Power,Aqua Jet,5,5,5,75000
Roggenrola,60.3,524,rock,none,114.3,105,135,1620509,50,1362,Smack Down,Stone Edge,Rock Blast,7,5,3,50000
Skorupi,60.2,451,poison,bug,90.8,139.5,113,1430471,50,1141,Poison Sting,Aqua Tail,Cross Poison,4,4,5,75000
Flaaffy,60.1,180,electric,none,121.9,99.8,151,1835783,45.5,1497,Charge Beam,Discharge,Trailblaze,5,5,5,75000
Porygon (Shadow),60.1,137,normal,none,120.8,114.7,134,1856061,35.5,1500,Tackle,Discharge,Signal Beam,15,19,3,50000
Rotom (Frost),60.1,479,electric,ice,129.2,143.2,93,1720709,21,1491,Thunder Shock,Thunderbolt,Blizzard,7,9,5,75000
Stunky,60.1,434,poison,dark,114.3,88.2,147,1482226,50,1301,Bite,Crunch,Sludge Bomb,23,25,3,50000
Arbok (Shadow),60,24,poison,none,123.7,120.1,121,1798747,29,1495,Dragon Tail,Dark Pulse,Sludge Wave,6,8,3,50000
Rampardos,60,409,rock,none,164.6,66.3,125,1363142,16,1498,Smack Down,Rock Slide,Flamethrower,6,7,5,75000
Persian (Shadow),59.9,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Play Rough,6,10,3,50000
Houndour (Shadow),59.6,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,8,10,3,50000
Whirlipede,59.3,544,bug,poison,96.6,158,113,1725055,50,1293,Poison Sting,Sludge Bomb,Signal Beam,6,7,1,10000
Ambipom (Shadow),59.2,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Low Sweep,4,4,3,50000
Crabrawler,59.2,739,fighting,none,135.7,99.1,122,1641269,48.5,1495,Bubble,Crabhammer,Power-Up Punch,5,4,3,50000
Cubone,59.1,104,ground,none,88.2,133.6,127,1497128,50,1152,Mud Slap,Bone Club,Dig,4,6,3,50000
Lampent,59.1,608,ghost,fire,133.3,97.1,130,1681422,36.5,1497,Ember,Energy Ball,Flame Burst,10,10,5,75000
Piplup (Shadow),59.1,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Ponyta (Galarian),59.1,77,psychic,none,134.8,109.4,113,1666179,36.5,1500,Psycho Cut,Swift,Play Rough,5,7,3,50000
Volbeat,59.1,313,bug,none,111.1,136.8,132,2005636,34,1494,Tackle,Thunderbolt,Bug Buzz,19,20,3,50000
Nosepass,59,299,rock,none,81.5,193.3,98,1543812,50,1123,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Mothim,58.9,414,bug,flying,140,83,137,1591422,31.5,1496,Air Slash,Aerial Ace,Bug Buzz,5,7,1,10000
Absol,58.8,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Absol (Shadow),58.8,359,dark,none,157.9,82.7,109,1423430,22,1499,Snarl,Dark Pulse,Megahorn,4,5,5,75000
Deerling,58.7,585,normal,grass,109.2,96.6,142,1498988,50,1283,Tackle,Wild Charge,Trailblaze,15,17,3,50000
Mismagius (Shadow),58.7,429,ghost,none,133.8,120.8,104,1680621,21.5,1499,Hex,Shadow Ball,Dark Pulse,5,5,3,50000
Regieleki,58.6,894,electric,none,152.3,82.4,117,1469385,20,1496,Lock On,Thunder,Hyper Beam,12,16,20,100000
Persian,58.4,53,normal,none,118.9,115.9,136,1874511,36,1496,Feint Attack,Night Slash,Return,6,12,3,50000
Piplup,58.4,393,water,none,106.7,98.3,131,1374452,50,1215,Bubble,Drill Peck,Icy Wind,4,5,3,10000
Loudred,58.3,294,normal,none,125.2,80.7,178,1797820,50,1500,Bite,Stomp,Disarming Voice,20,23,1,10000
Watchog (Shadow),58.3,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Grass Knot,23,25,1,10000
Octillery,58.2,224,water,none,132.9,103.2,123,1686230,24.5,1500,Lock On,Octazooka,Gunk Shot,10,15,1,10000
Rowlet,58.1,722,grass,flying,98.3,95.8,154,1450375,50,1196,Leafage,Seed Bomb,Energy Ball,7,8,3,10000
Hoopa,57.9,720,psychic,ghost,144.8,106.3,99,1524461,16,1488,Confusion,Shadow Ball,Psychic,5,5,20,100000
Sawsbuck,57.7,586,normal,grass,130.1,103.1,128,1717029,23,1495,Feint Attack,Wild Charge,Trailblaze,8,9,3,50000
Houndour,57.6,228,dark,fire,140.3,82.3,120,1386732,50,1395,Ember,Crunch,Flamethrower,8,10,3,50000
Sigilyph,57.6,561,psychic,flying,131.6,114,114,1710530,22,1500,Air Slash,Ancient Power,Signal Beam,5,7,5,75000
Flaaffy (Shadow),57.5,180,electric,none,121.9,99.8,151,1835783,45.5,1497,Charge Beam,Discharge,Trailblaze,5,5,5,75000
Seadra (Shadow),57.5,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Clawitzer,57.4,693,water,none,134.4,110.5,111,1648951,20,1493,Water Gun,Crabhammer,Ice Beam,17,19,3,50000
Grumpig,57.4,326,psychic,none,114.5,128.3,133,1953798,24,1498,Extrasensory,Shadow Ball,Psychic,6,6,1,10000
Chatot,57.3,441,normal,flying,140.4,78.4,145,1596254,32.5,1500,Steel Wing,Sky Attack,Night Shade,8,8,5,75000
Starmie,57.3,121,water,psychic,132.2,121.8,104,1675198,21,1488,Quick Attack,Ice Beam,Psychic,7,7,3,50000
Ambipom,57.2,424,normal,none,133.9,99.9,124,1659351,23,1496,Astonish,Aerial Ace,Return,4,7,3,50000
Elgyem,57.2,605,psychic,none,134,94.7,132,1675163,49.5,1500,Confusion,Dark Pulse,Psychic,5,5,3,50000
Nosepass (Shadow),57.2,299,rock,none,81.5,193.3,98,1543812,50,1123,Rock Throw,Rock Slide,Rock Blast,9,8,3,50000
Snubbull (Shadow),57.2,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Brick Break,15,14,3,50000
Trumbeak,57,732,normal,flying,134.9,95.2,129,1657028,47.5,1500,Peck,Drill Peck,Rock Blast,8,8,1,10000
Watchog,56.9,505,normal,none,126.4,113.2,124,1773125,30.5,1497,Bite,Crunch,Grass Knot,23,25,1,10000
Accelgor,56.8,617,bug,none,143.2,84.3,129,1556853,22.5,1498,Water Shuriken,Bug Buzz,Acid Spray,5,4,3,50000
Azelf,56.6,482,psychic,none,152.6,91.4,105,1464716,17,1500,Confusion,Future Sight,Swift,6,4,20,100000
Snubbull,56.6,209,fairy,none,127.7,84,142,1524055,50,1399,Tackle,Crunch,Brick Break,15,14,3,50000
Pupitar (Shadow),56.2,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Dig,Ancient Power,25,23,5,75000
Drowzee,56.1,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Return,4,6,3,50000
Porygon-Z,55.7,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Beautifly,55.6,267,bug,flying,146.4,81.9,128,1535506,34.5,1500,Infestation,Silver Wind,Bug Buzz,4,5,1,10000
Jynx,55.6,124,ice,psychic,142.2,101.5,109,1573630,22,1496,Confusion,Avalanche,Psyshock,4,4,5,75000
Varoom,55.5,965,steel,poison,116,102.5,120,1426556,50,1287,Poison Jab,Gyro Ball,Gunk Shot,9,11,3,50000
Gumshoos,55.4,735,normal,none,134.9,85.7,144,1664430,25.5,1500,Bite,Crunch,Hyper Fang,23,25,1,10000
Unfezant,55.4,521,normal,flying,139.2,96.2,120,1606547,20,1495,Steel Wing,Sky Attack,Hyper Beam,8,12,1,10000
Clauncher,55.3,692,water,none,103.4,110.9,127,1455967,50,1230,Water Gun,Crabhammer,Aqua Jet,17,15,3,50000
Throh,55.2,538,fighting,none,110.3,107.8,170,2020070,21.5,1493,Low Kick,Body Slam,Brick Break,7,8,5,75000
Throh (Shadow),55,538,fighting,none,110.3,107.8,170,2020070,21.5,1493,Low Kick,Body Slam,Brick Break,7,8,5,75000
Grumpig (Shadow),54.9,326,psychic,none,114.5,128.3,133,1953798,24,1498,Extrasensory,Shadow Ball,Psychic,6,6,1,10000
Drowzee (Shadow),54.8,96,psychic,none,87.4,126.9,142,1574590,50,1176,Confusion,Psyshock,Psychic,4,5,3,50000
Totodile (Shadow),54.7,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Crunch,Water Pulse,15,19,3,10000
Totodile,54.6,158,water,none,110.9,104.2,127,1467804,50,1279,Water Gun,Crunch,Water Pulse,15,19,3,10000
Lycanroc (Midday),54.4,745,rock,none,144.6,92,117,1556153,20,1500,Sucker Punch,Stone Edge,Drill Run,8,7,5,50000
Seadra,54.3,117,water,none,132.6,114.5,111,1685540,27,1499,Dragon Breath,Hydro Pump,Blizzard,25,25,3,50000
Pineco (Shadow),54.2,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Sand Tomb,20,14,5,75000
Gorebyss,54.1,368,water,none,136.9,118.5,101,1638002,22.5,1500,Water Gun,Water Pulse,Psychic,19,19,3,50000
Porygon-Z (Shadow),54,474,normal,none,148.7,88.4,115,1512352,16.5,1499,Lock On,Tri Attack,Zap Cannon,10,16,3,50000
Swirlix,53.8,684,fairy,none,104.2,112.6,145,1701231,50,1333,Tackle,Energy Ball,Draining Kiss,19,19,3,50000
Musharna,53.7,518,psychic,none,113.7,108.9,159,1968272,20.5,1499,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Ferroseed,53.5,597,grass,steel,81.5,142.9,119,1385595,50,1064,Tackle,Iron Head,Return,17,24,3,75000
Axew,53.4,610,dragon,none,139.5,95.2,121,1607281,49,1498,Scratch,Dragon Claw,Aqua Tail,18,18,5,75000
Pupitar,53.1,247,rock,ground,121.1,112.7,136,1856138,35,1500,Bite,Dig,Ancient Power,25,23,5,75000
Unfezant (Shadow),53,521,normal,flying,139.2,96.2,120,1606547,20,1495,Steel Wing,Sky Attack,Hyper Beam,8,12,1,10000
Tentacool,52,72,water,poison,94.1,137.8,113,1465578,50,1176,Bubble,Water Pulse,Wrap,5,5,3,50000
Koffing,51.9,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Noivern,51.8,715,flying,dragon,126.4,110.7,127,1776882,20.5,1498,Air Slash,Hurricane,Draco Meteor,8,8,5,75000
Tentacool (Shadow),51.5,72,water,poison,94.1,137.8,113,1465578,50,1176,Bubble,Water Pulse,Wrap,5,5,3,50000
Audino,51.2,531,normal,none,92.6,138.1,189,2416540,39,1499,Zen Headbutt,Disarming Voice,Hyper Beam,8,14,3,50000
Butterfree,51.1,12,bug,flying,126.7,111.9,124,1757032,31.5,1494,Confusion,Bug Buzz,Signal Beam,5,5,1,10000
Cherrim (Overcast),50.5,421,grass,none,122.9,115.2,129,1826290,27,1498,Bullet Seed,Solar Beam,Dazzling Gleam,7,6,1,10000
Deoxys (Speed),50.3,386,psychic,none,140.8,131.6,86,1592886,18.5,1499,Charge Beam,Psycho Boost,Thunderbolt,4,5,20,100000
Koffing (Shadow),50.1,109,poison,none,112.6,131.1,113,1667925,50,1373,Infestation,Dark Pulse,Sludge Bomb,5,5,3,50000
Ferroseed (Shadow),49.6,597,grass,steel,81.5,142.9,119,1385595,50,1064,Tackle,Iron Head,Flash Cannon,17,24,3,75000
Timburr,49.3,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Brick Break,Rock Tomb,8,12,5,75000
Meltan,49.2,808,steel,none,111.8,95.8,121,1295420,50,1207,Thunder Shock,Thunderbolt,Flash Cannon,7,8,20,100000
Komala,48.4,775,normal,none,137.1,110.2,108,1631813,21,1498,Rollout,Payback,Play Rough,5,5,3,50000
Pineco,48,204,bug,none,103.4,115.1,127,1511117,50,1253,Bug Bite,Rock Tomb,Return,20,24,5,75000
Reuniclus (Shadow),47.8,579,psychic,none,127.6,93.7,147,1756073,18.5,1500,Hidden Power (Psychic),Future Sight,Shadow Ball,9,7,3,50000
Solosis (Shadow),47.4,577,psychic,none,152.9,79.8,120,1465025,50,1497,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Anorith,47,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Ancient Power,Cross Poison,6,5,3,50000
Anorith (Shadow),46.9,347,rock,bug,147,92.1,113,1529912,43.5,1500,Struggle Bug,Ancient Power,Cross Poison,6,5,3,50000
Duosion (Shadow),46.9,578,psychic,none,149.2,82.7,121,1492507,27.5,1493,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Timburr (Shadow),46.8,532,fighting,none,125.2,85.7,164,1759945,50,1487,Low Kick,Brick Break,Rock Tomb,8,12,5,75000
Skiddo,46.4,672,grass,none,116,98.3,151,1721514,50,1414,Rock Smash,Rock Slide,Seed Bomb,7,7,3,50000
Flabebe,46.3,669,fairy,none,103.4,113.4,119,1395258,50,1202,Vine Whip,Dazzling Gleam,Petal Blizzard,9,9,3,50000
Duosion,44,578,psychic,none,149.2,82.7,121,1492507,27.5,1493,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Solosis,43.7,577,psychic,none,152.9,79.8,120,1465025,50,1497,Hidden Power (Psychic),Psyshock,Thunder,6,8,3,50000
Kadabra,43.6,64,psychic,none,163.7,90.1,92,1356485,26.5,1496,Psycho Cut,Shadow Ball,Return,7,8,3,50000
Spoink (Shadow),43.3,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Mirror Coat,10,10,1,10000
Clefairy,42.6,35,fairy,none,102.5,103.4,157,1663540,50,1306,Zen Headbutt,Body Slam,Disarming Voice,6,8,1,10000
Munna,42,517,psychic,none,105.9,89.9,166,1580270,50,1294,Charge Beam,Psyshock,Dazzling Gleam,5,7,3,50000
Regigigas (Shadow),41.8,486,normal,none,138.4,105.8,110,1610685,12.5,1496,Hidden Power (Ground),Thunder,Focus Blast,8,10,20,100000
Reuniclus,41.2,579,psychic,none,127.6,93.7,147,1756073,18.5,1500,Hidden Power (Fighting),Future Sight,Shadow Ball,9,7,3,50000
Spoink,40.9,325,psychic,none,117.6,115.1,140,1896031,50,1495,Zen Headbutt,Shadow Ball,Return,10,12,1,10000
Vanilluxe,40.4,584,ice,none,131.5,116.8,110,1690058,19.5,1497,Astonish,Blizzard,Signal Beam,8,6,3,50000
Unown,39.4,201,psychic,none,126.9,89.1,125,1412738,50,1339,Hidden Power (Psychic),Struggle,,13,0,5,75000
Mienfoo,35.8,619,fighting,none,143.6,93.8,116,1563337,48,1500,Low Kick,Brick Break,Focus Blast,8,15,3,50000
Slaking,25.8,289,normal,none,139.3,83.6,138,1607595,12.5,1498,Yawn,Body Slam,Earthquake,3,6,5,75000
